Source,Target,Type,Id,Label,timeset,Weight
Hippolyte_Kuragin,Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,Directed,6365,,,5
viscount,Anna_Pavlovna_Scherer,Directed,6366,,,2
"Антон",AndreyBolkonsky,Directed,6367,,,1
"буфетчик14_3_3_",NatashaRostova,Directed,6368,,,2
Countess_Natalya_Rostova,AndreyBolkonsky,Directed,6369,,,8
Lieutenant_Alphonse_Karlovich_Berg,товарищ11_3_2_,Directed,6370,,,2
Nikolai_Rostov,hunter,Directed,6371,,,1
Nikolai_Rostov,Кто-то,Directed,6372,,,1
"доктор13_1_3_",Ilyin,Directed,6373,,,1
Mikhail_Ilarionovich_Kutuzov,Raevsky,Directed,6374,,,2
"солдат 28_4_4_",старый солдат8_4_4_,Directed,6375,,,1
Nikolai_Rostov,Андрей Севастьяныч,Directed,6376,,,1
Balashev,Napoleon_Bonaparte,Directed,6377,,,8
Nikolai_Rostov,Bolkonsky's architect,Directed,6378,,,1
"дипломаты 11_2_1_",AndreyBolkonsky,Directed,6379,,,1
Count_Ilya_Rostov,Васильич,Directed,6380,,,2
Nikolai_Rostov,Lieutenant_Alphonse_Karlovich_Berg,Directed,6381,,,2
Princess_Mariya_Bolkonskaya,Dron_Zakharych,Directed,6382,,,11
AndreyBolkonsky,Tsar_Alexander_I_of_Russia,Directed,6383,,,1
Prince_Kozlovsky,писарь13_2_1_,Directed,6384,,,1
"батальонный командир1_2_1_",regimental commander,Directed,6385,,,1
"берейтор18_3_1_",Тит,Directed,6386,,,2
Prince_Bagration,штаб-офицер21_2_1_,Directed,6387,,,1
Nikolai_Rostov,солдат17_2_2_,Directed,6388,,,1
"денщик16_2_4_",Shcherbinin,Directed,6389,,,1
Tsar_Alexander_I_of_Russia,Prince_Kozlovsky,Directed,6390,,,2
Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,Prince_Nikolay_Bolkonsky,Directed,6391,,,4
Savishna(nurse),Princess_Mariya_Bolkonskaya,Directed,6392,,,4
"Паулучи",Wolzogen,Directed,6393,,,1
Fedor_Ivanovich_Dolokhov,пленные15_3_4_,Directed,6394,,,1
"хохол4_2_1_",Nikolai_Rostov,Directed,6395,,,1
Julie_Karagina,Boris_Drubetskoy,Directed,6396,,,1
AndreyBolkonsky,Prince_Meshersky,Directed,6397,,,3
HeleneKuragin,NatashaRostova,Directed,6398,,,10
Vera_Rostova,Nikolai_Rostov,Directed,6399,,,4
Zherkov,Prince_Bagration,Directed,6401,,,1
"Богданыч",Zherkov,Directed,6402,,,3
Staff_Captain_Tushin,Медведев,Directed,6403,,,1
Berthier,Napoleon_Bonaparte,Directed,6404,,,1
"свитский офицер8_2_1_",Prince_Nesvitsky,Directed,6405,,,1
"адъютант10_3_3_",Pierre_Bezukhov,Directed,6406,,,9
AndreyBolkonsky,солдаты16_3_1_,Directed,6407,,,1
Nikolai_Rostov,4,Directed,6737,,,1
"адъютант31_2_3_",Pierre_Bezukhov,Directed,6409,,,5
Count_Ilya_Rostov,Countess_Natalya_Rostova,Directed,6410,,,10
Mavra_Kuzminishna,офицер22_3_3_,Directed,6411,,,7
"Лоррен",Вторая княжна,Directed,6412,,,3
Mikhail_Ilarionovich_Kutuzov,Count_Bennigsen,Directed,6413,,,2
General_Mack,Prince_Kozlovsky,Directed,6414,,,1
Prince_Nikolay_Bolkonsky,Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,Directed,6415,,,4
Boris_Drubetskoy,Julie_Karagina,Directed,6416,,,2
Tsar_Alexander_I_of_Russia,Boris_Drubetskoy,Directed,6417,,,1
Countess_Natalya_Rostova,Анна Тимофеевна,Directed,6419,,,1
Sonya_Rostova,Пелагея Даниловна Мелюкова,Directed,6420,,,1
Sonya_Rostova,Princess_Mariya_Bolkonskaya,Directed,6421,,,2
"Богданыч",Marya_Dmitriyevna_Akhrosimova,Directed,6422,,,1
"Метивье",mademoiselle_Bourienne,Directed,6423,,,1
AndreyBolkonsky,адъютант36_2_3_,Directed,6424,,,3
"лакей7_1_1_",Countess_Natalya_Rostova,Directed,6425,,,1
"Игнат",мальчик22_3_3_,Directed,6426,,,1
AndreyBolkonsky,Nikolai_Rostov,Directed,6427,,,5
Emperor_Francis_I_of_Austria,AndreyBolkonsky,Directed,6428,,,9
Nikolai_Rostov,Karay,Directed,6429,,,5
"солдат9_4_4_",Морель,Directed,6431,,,3
"лакей3_1_2_",Count_Ilya_Rostov,Directed,6432,,,1
Pierre_Bezukhov,Countess_Natalya_Rostova,Directed,6433,,,10
"гусар10_3_4_",Petya_Rostov,Directed,6434,,,1
NatashaRostova,Princess_Mariya_Bolkonskaya,Directed,6435,,,31
AndreyBolkonsky,Princess_Mariya_Bolkonskaya,Directed,6436,,,50
Princess_Anna_Mikhaylovna_Drubetskaya,old priest,Directed,6437,,,2
Napoleon_Bonaparte,адъютант Наполеона38_2_3_,Directed,6438,,,2
Bolhovitinov,денщик16_2_4_,Directed,6439,,,2
Mikhail_Ilarionovich_Kutuzov,Boris_Drubetskoy,Directed,6440,,,3
"старичок15_3_4_",Pierre_Bezukhov,Directed,6441,,,1
AndreyBolkonsky,Kochubey,Directed,6442,,,1
Pierre_Bezukhov,Савельич,Directed,6443,,,5
"адъютант25_3_3_",Count_Rostopchin,Directed,6444,,,1
"офицер15_3_3_",Count_Ilya_Rostov,Directed,6445,,,1
Fedor_Ivanovich_Dolokhov,regimental commander,Directed,6446,,,3
Pierre_Bezukhov,управляющий10_2_2_,Directed,6447,,,1
"офицер посмелее6_2_1_",Prince_Nesvitsky,Directed,6448,,,1
Bilibin,Prince_Dolgorukov,Directed,6449,,,1
Marya_Lvovna_Karagina,NatashaRostova,Directed,6450,,,2
"доктор20_2_3_",Pierre_Bezukhov,Directed,6451,,,6
Prince_Nikolay_Bolkonsky,Метивье,Directed,6453,,,1
Count_Ilya_Rostov,Nikolai_Rostov,Directed,6454,,,15
Count_Ilya_Rostov,старичок 3_1_2_,Directed,6455,,,1
Pierre_Bezukhov,Gerasim,Directed,6456,,,6
"первый солдат8_4_4_",плясун8_4_4_,Directed,6457,,,1
Pierre_Bezukhov,Анна Макаровна,Directed,6458,,,1
Prince_Nesvitsky,Богданыч,Directed,6459,,,3
"Франц",Bilibin,Directed,6460,,,1
Wife_of_Ferapontov,Ferapontov,Directed,6461,,,1
"другой адъютант13_2_1_",AndreyBolkonsky,Directed,6462,,,1
"немец-доктор18_1_1_",Лоррен,Directed,6463,,,1
"горничная17_3_3_",Sonya_Rostova,Directed,6464,,,2
"офицер31_2_3_",Pierre_Bezukhov,Directed,6465,,,1
viscount,Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,Directed,6466,,,1
Pierre_Bezukhov,General_Davoust,Directed,6467,,,4
AndreyBolkonsky,Yakov_Alpatych,Directed,6468,,,9
Princess_Mariya_Bolkonskaya,Dunyasha (Bolkonsky maid),Directed,6469,,,4
AndreyBolkonsky,viscount,Directed,6470,,,4
"офицер13_2_1_",солдат13_2_1_,Directed,6471,,,2
"горничная14_3_2_",NatashaRostova,Directed,6472,,,3
Princess_Anna_Mikhaylovna_Drubetskaya,Count_Ilya_Rostov,Directed,6473,,,5
Sonya_Rostova,горничная17_3_3_,Directed,6474,,,1
"штаб-офицер15_2_1_",Staff_Captain_Tushin,Directed,6475,,,3
Lieutenant_Alphonse_Karlovich_Berg,Nikolai_Rostov,Directed,6476,,,4
Anna_Pavlovna_Scherer,Pierre_Bezukhov,Directed,6477,,,13
Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,Katya (maid),Directed,6478,,,1
Mavra_Kuzminishna,NatashaRostova,Directed,6479,,,2
"Сидоров",француз15_2_1_,Directed,6480,,,1
"Пелагеюшка",Princess_Mariya_Bolkonskaya,Directed,6481,,,2
"француз15_3_4_",Pierre_Bezukhov,Directed,6482,,,1
"Марья Ивановна",Nikolai_Rostov,Directed,6483,,,2
"солдаты15_2_1_",Сидоров,Directed,6484,,,1
viscount,l'homme à l'esprit profond,Directed,6485,,,1
HeleneKuragin,Aline_Kuragina,Directed,6486,,,2
HeleneKuragin,4,Directed,6738,,,2
Vera_Rostova,Sonya_Rostova,Directed,6488,,,1
Anna_Pavlovna_Scherer,HeleneKuragin,Directed,6489,,,2
"капитан13_2_4_",Pierre_Bezukhov,Directed,6490,,,5
Fedor_Ivanovich_Dolokhov,Nikolai_Rostov,Directed,6491,,,34
Zherkov,Богданыч,Directed,6492,,,1
"девушка8_2_2_",AndreyBolkonsky,Directed,6493,,,1
Marya_Lvovna_Karagina,Princess_Anna_Mikhaylovna_Drubetskaya,Directed,6494,,,1
Nikolai_Rostov,человек в помочах20_2_2_,Directed,6495,,,2
Boris_Drubetskoy,Lieutenant_Alphonse_Karlovich_Berg,Directed,6496,,,1
Staff_Captain_Tushin,Prince_Bagration,Directed,6497,,,1
Mikhail_Ilarionovich_Kutuzov,Pierre_Bezukhov,Directed,6498,,,1
Princess_Anna_Mikhaylovna_Drubetskaya,NatashaRostova,Directed,6499,,,3
"повар2_1_2_",Count_Ilya_Rostov,Directed,6500,,,1
"шутник9_4_4_",Морель,Directed,6501,,,1
Count_Rostopchin,полицеймейстер25_3_3_,Directed,6502,,,1
Petya_Rostov,Pierre_Bezukhov,Directed,6503,,,1
"официант15_4_4_",Pierre_Bezukhov,Directed,6504,,,1
AndreyBolkonsky,Петруша,Directed,6505,,,1
Anna_Pavlovna_Scherer,неопытный молодой человек1_1_4_,Directed,6506,,,1
Abbe Morio,Anna_Pavlovna_Scherer,Directed,6507,,,1
"адъютант19_3_1_",Napoleon_Bonaparte,Directed,6508,,,1
Anna_Pavlovna_Scherer,Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,Directed,6509,,,1
Tsar_Alexander_I_of_Russia,Mikhail_Ilarionovich_Kutuzov,Directed,6510,,,2
Pfuel,AndreyBolkonsky,Directed,6511,,,1
"приказный18_2_3_",Pierre_Bezukhov,Directed,6512,,,1
"генерал30_2_3_",один из штабных30_2_3_,Directed,6513,,,1
HeleneKuragin,молодой иностранный принц6_3_3_,Directed,6515,,,3
"солдат8_4_4_",Макеев,Directed,6516,,,1
Timohin,солдат15_2_1_,Directed,6517,,,1
Pyotr_Nikolaitch_Shinshin,Богданыч,Directed,6518,,,1
Yakov_Alpatych,Prince_Nesvitsky,Directed,6519,,,1
"казак10_3_1_",пленный10_3_1_,Directed,6520,,,1
Nikolai_Rostov,Dron_Zakharych,Directed,6521,,,1
Fedor_Ivanovich_Dolokhov,Pierre_Bezukhov,Directed,6522,,,12
Nikolai_Rostov,Milka,Directed,6523,,,1
AndreyBolkonsky,Vera_Rostova,Directed,6524,,,3
Staff_Captain_Tushin,артиллерийская прислуга20_2_1_,Directed,6525,,,1
"девушка10_4_2_",NatashaRostova,Directed,6527,,,1
Gerasim,Макар Алексеевич,Directed,6528,,,2
General_Davoust,Pierre_Bezukhov,Directed,6529,,,8
regimental commander,Timohin,Directed,6530,,,9
Pierre_Bezukhov,young Nikolenka Bolkonsky,Directed,6531,,,2
"девка33_3_3_",Pierre_Bezukhov,Directed,6532,,,1
"генерал15_3_1_",Mikhail_Ilarionovich_Kutuzov,Directed,6533,,,4
mademoiselle_Bourienne,Prince_Nikolay_Bolkonsky,Directed,6534,,,1
"фельдшер17_2_2_",Nikolai_Rostov,Directed,6537,,,4
"кто-то18_2_1_",Prince_Bagration,Directed,6538,,,1
Countess_Natalya_Rostova,NatashaRostova,Directed,6539,,,56
Arakcheev,AndreyBolkonsky,Directed,6540,,,6
"толпа14_2_3_",Yakov_Alpatych,Directed,6541,,,1
"мужик13_2_3_",Nikolai_Rostov,Directed,6543,,,3
Boris_Drubetskoy,Prince_Nikolay_Bolkonsky,Directed,6544,,,1
AndreyBolkonsky,Zherkov,Directed,6545,,,2
Lieutenant_Alphonse_Karlovich_Berg,Vera_Rostova,Directed,6546,,,4
"Репнин",Napoleon_Bonaparte,Directed,6547,,,2
"чиновник9_2_1_",AndreyBolkonsky,Directed,6548,,,1
1,Countess_Natalya_Rostova,Directed,6659,,,3
Petya_Rostov,NatashaRostova,Directed,6550,,,8
Napoleon_Bonaparte,посыльный34_2_3_,Directed,6551,,,1
Boris_Drubetskoy,Mikhail_Ilarionovich_Kutuzov,Directed,6552,,,1
Pierre_Bezukhov,официант15_4_4_,Directed,6553,,,1
Mikhail_Ilarionovich_Kutuzov,Prince_Bagration,Directed,6554,,,3
"казак15_3_4_",Fedor_Ivanovich_Dolokhov,Directed,6555,,,1
Fedor_Ivanovich_Dolokhov,Anatole_Kuragin,Directed,6556,,,20
Timohin,Pierre_Bezukhov,Directed,6557,,,1
Tsar_Alexander_I_of_Russia,Чарторижский,Directed,6558,,,1
Piotr_Petrovich_Konovnitsyn,Bolhovitinov,Directed,6559,,,1
AndreyBolkonsky,адъютант13_2_1_,Directed,6560,,,1
"денщик7_2_1_",солдат7_2_1_,Directed,6561,,,1
Prince_Nikolay_Bolkonsky,Anatole_Kuragin,Directed,6562,,,8
Pierre_Bezukhov,Богданыч,Directed,6563,,,1
"дама18_1_1_",old priest,Directed,6564,,,1
Princess_Mariya_Bolkonskaya,AndreyBolkonsky,Directed,6565,,,40
"солдат8_4_4_",плясун8_4_4_,Directed,6566,,,3
Tsar_Alexander_I_of_Russia,павлоградцы8_3_1_,Directed,6567,,,1
"Марья Генриховна",Nikolai_Rostov,Directed,6568,,,2
NatashaRostova,AndreyBolkonsky,Directed,6569,,,26
Joachim_Murat,Balashev,Directed,6570,,,3
"Смольянинов (ритор)",Pierre_Bezukhov,Directed,6571,,,16
Mikhail_Ilarionovich_Kutuzov,Чичагов,Directed,6572,,,1
Pierre_Bezukhov,Пелагеюшка,Directed,6573,,,5
Aline_Kuragina,4,Directed,6739,,,2
Catiche(eldest princess),4,Directed,6740,,,23
"Итальянец",Pierre_Bezukhov,Directed,6577,,,1
Princess_Mariya_Bolkonskaya,Prince_Nikolay_Bolkonsky,Directed,6578,,,16
Mikhail_Ilarionovich_Kutuzov,Count_Rostopchin,Directed,6579,,,1
"Пелагея Даниловна Мелюкова",NatashaRostova,Directed,6580,,,1
Mikhail_Ilarionovich_Kutuzov,Piotr_Petrovich_Konovnitsyn,Directed,6581,,,1
Pierre_Bezukhov,4,Directed,6741,,,5
Bolhovitinov,Shcherbinin,Directed,6583,,,3
"Пелагея Даниловна Мелюкова",Sonya_Rostova,Directed,6584,,,1
"человек в помочах20_2_2_",Nikolai_Rostov,Directed,6585,,,4
"один из офицеров10_3_1_",офицеры10_3_1_,Directed,6586,,,1
Count_Ilya_Rostov,Chekmar,Directed,6587,,,3
Napoleon_Bonaparte,адъютант19_3_1_,Directed,6588,,,1
"Залетаев",Морель,Directed,6589,,,1
"смелая крестьянка7_4_2_",NatashaRostova,Directed,6591,,,1
"солдаты8_4_4_",один солдат8_4_4_,Directed,6592,,,1
Nikolai_Rostov,ямщик1_1_2_,Directed,6593,,,3
Uncle,Rugai,Directed,6594,,,4
Fedor_Ivanovich_Dolokhov,казак15_3_4_,Directed,6595,,,1
"похвалы1_1_4_",4,Directed,6742,,,1
Staff_Captain_Tushin,штаб-офицер20_2_1_,Directed,6597,,,1
Marya_Bogdanovna,Princess_Mariya_Bolkonskaya,Directed,6598,,,1
Prince_Nesvitsky,Zherkov,Directed,6599,,,1
"генерал15_2_3_",Mikhail_Ilarionovich_Kutuzov,Directed,6600,,,1
4,Catiche(eldest princess),Directed,6723,,,20
Princess_Mariya_Bolkonskaya,4,Directed,6743,,,1
Count_Ilya_Rostov,офицер15_3_3_,Directed,6603,,,3
Capt._von_Toll,Mikhail_Ilarionovich_Kutuzov,Directed,6604,,,1
AndreyBolkonsky,Hippolyte_Kuragin,Directed,6605,,,1
Mikhail_Ilarionovich_Kutuzov,Prince_Wurtemberg,Directed,6606,,,1
Marya_Lvovna_Karagina,Countess_Natalya_Rostova,Directed,6607,,,7
"няня14_3_2_",NatashaRostova,Directed,6608,,,1
"француз15_2_1_",Fedor_Ivanovich_Dolokhov,Directed,6609,,,1
Nikolai_Rostov,гусар13_3_1_,Directed,6610,,,3
"Вторая княжна",Princess_Anna_Mikhaylovna_Drubetskaya,Directed,6611,,,1
"востроносенький солдат8_4_4_",старый солдат8_4_4_,Directed,6612,,,1
Nikolai_Rostov,Danila,Directed,6613,,,4
HeleneKuragin,аббат-иезуит6_3_3_,Directed,6614,,,1
Wolzogen,Clausewitz,Directed,6615,,,1
Countess_Natalya_Rostova,Sonya_Rostova,Directed,6617,,,5
Sonya_Rostova,Nikolai_Rostov,Directed,6618,,,17
Hippolyte_Kuragin,Bilibin,Directed,6619,,,1
Pierre_Bezukhov,мародер34_3_3_,Directed,6620,,,1
"кто-то17_2_3_",Julie_Karagina,Directed,6621,,,2
Count_Ilya_Rostov,Lieutenant_Alphonse_Karlovich_Berg,Directed,6622,,,6
Nikolai_Rostov,Lavrushka,Directed,6623,,,6
"другие солдаты8_3_3_",Pierre_Bezukhov,Directed,6624,,,1
Napoleon_Bonaparte,гвардеец29_2_3_,Directed,6625,,,1
governor's wife,Nikolai_Rostov,Directed,6626,,,11
AndreyBolkonsky,Иванушка,Directed,6627,,,1
Sonya_Rostova,Pierre_Bezukhov,Directed,6628,,,2
Napoleon_Bonaparte,Бельяр,Directed,6629,,,1
Ilyin,Dunyasha (Bolkonsky maid),Directed,6630,,,2
Hippolyte_Kuragin,дипломаты 11_2_1_,Directed,6631,,,1
Nikolai_Rostov,Никита Иваныч (муж блондинки),Directed,6632,,,1
Prince_Nesvitsky,генерал6_2_1_,Directed,6633,,,3
Napoleon_Bonaparte,Де-Боссе,Directed,6634,,,5
Prince_Kozlovsky,General_Mack,Directed,6636,,,2
Count_Ilya_Rostov,Fedor_Ivanovich_Dolokhov,Directed,6637,,,1
"один из солдат 38_3_3_",Pierre_Bezukhov,Directed,6638,,,1
Fedor_Ivanovich_Dolokhov,Petya_Rostov,Directed,6639,,,10
Pierre_Bezukhov,Count_Rostopchin,Directed,6640,,,5
NatashaRostova,Кондратьевна,Directed,6641,,,1
Tsar_Alexander_I_of_Russia,AndreyBolkonsky,Directed,6642,,,1
regimental commander,адъютант1_2_1_,Directed,6643,,,2
Nikolai_Rostov,Бондаренко,Directed,6644,,,2
"кучер22_5_2_",Pierre_Bezukhov,Directed,6645,,,1
"казачий офицер4_2_4_",кавалергардский офицер4_2_4_,Directed,6646,,,1
"денщик18_3_1_",Nikolai_Rostov,Directed,6647,,,1
Napoleon_Bonaparte,адъютант34_2_3_,Directed,6649,,,1
"Пелагея Даниловна Мелюкова",буфетчик11_4_2_,Directed,6650,,,1
"один француз15_2_1_",француз15_2_1_,Directed,6651,,,1
Anna_Ignatyevna_Malvintsev,Nikolai_Rostov,Directed,6652,,,1
"офицеры9_3_4_",Fedor_Ivanovich_Dolokhov,Directed,6653,,,2
Vera_Rostova,Marya_Lvovna_Karagina,Directed,6654,,,1
"Чичагов",Mikhail_Ilarionovich_Kutuzov,Directed,6655,,,1
"солдат31_2_3_",Pierre_Bezukhov,Directed,6656,,,2
0,Count_Rostopchin,Directed,6657,,,1
Count_Rostopchin,0,Directed,6658,,,1
1,Миронов,Directed,6661,,,1
1,Tikhon_Shtcherbatov,Directed,6662,,,9
1,Mikhail_Ilarionovich_Kutuzov,Directed,6663,,,2
1,Nikolai_Rostov,Directed,6664,,,53
1,офицеры16_2_2_,Directed,6665,,,1
1,казак10_3_1_,Directed,6666,,,1
1,Count_Ilya_Rostov,Directed,6667,,,1
1,Pierre_Bezukhov,Directed,6668,,,7
1,пехотный офицер16_2_2_,Directed,6669,,,4
1,NatashaRostova,Directed,6670,,,5
1,Telyanin,Directed,6671,,,3
1,Fedor_Ivanovich_Dolokhov,Directed,6672,,,8
1,Prince_Nesvitsky,Directed,6673,,,5
1,начальник8_2_1_,Directed,6674,,,1
1,Йогель,Directed,6675,,,1
1,Богданыч,Directed,6676,,,1
1,Kirsten,Directed,6677,,,2
1,Lavrushka,Directed,6678,,,4
1,esaul Lovaysky,Directed,6679,,,8
1,гусары19_2_1_,Directed,6680,,,1
1,Petya_Rostov,Directed,6681,,,18
1,немец начальник отряда3_3_4_,Directed,6682,,,1
Petya_Rostov,1,Directed,6683,,,18
"денщик Кутузова15_2_3_",1,Directed,6684,,,1
Lavrushka,1,Directed,6685,,,6
Prince_Nesvitsky,1,Directed,6686,,,3
Fedor_Ivanovich_Dolokhov,1,Directed,6687,,,12
"пехотный офицер16_2_2_",1,Directed,6688,,,5
NatashaRostova,1,Directed,6689,,,8
Staff_Captain_Tushin,1,Directed,6690,,,2
Nikolai_Rostov,1,Directed,6691,,,26
Mikhail_Ilarionovich_Kutuzov,1,Directed,6692,,,2
"Иогель",1,Directed,6693,,,1
"вахмистр16_2_2_",1,Directed,6694,,,1
"Богданыч",1,Directed,6695,,,2
Countess_Natalya_Rostova,1,Directed,6696,,,1
Pierre_Bezukhov,1,Directed,6697,,,3
Telyanin,1,Directed,6698,,,2
Count_Ilya_Rostov,1,Directed,6699,,,1
AndreyBolkonsky,1,Directed,6700,,,1
"улан18_2_2_",1,Directed,6701,,,1
"Штаб-ротмистр",1,Directed,6702,,,1
regimental commander,1,Directed,6703,,,1
Tikhon_Shtcherbatov,1,Directed,6704,,,11
Kirsten,1,Directed,6705,,,3
esaul Lovaysky,1,Directed,6706,,,5
